1	15
2	20
3	15
4	16
5	17
6	15
7	18
8	22
9	24
10	16
11	15
12	18
13	16
14	16
15	14
16	18
17	17
18	16
19	16
20	23
21	29
22	12
23	17
24	16
25	17
26	23
27	15
28	18
29	14
30	14
31	17
32	13
33	21
34	13
35	18
36	17
37	17
38	18
39	13
40	22
41	29
42	19
43	28
44	14
45	23
46	13
47	17
48	18
49	16
50	23
51	20
52	16
53	17
54	17
55	16
56	19
57	14
58	17
59	17
60	17
61	18
62	20
63	19
64	17
65	19
66	22
67	18
68	17
69	19
70	15
71	19
72	17
73	17
74	21
75	15
76	18
77	19
78	17
79	15
80	13
81	18
82	20
83	18
84	19
85	22
86	17
87	16
88	14
89	18
90	19
91	16
92	23
93	21
94	15
95	18
96	22
97	13
98	18
99	24
100	16
101	17
102	14
103	23
104	16
105	21
106	16
107	21
108	18
109	18
110	18
111	22
112	22
113	14
114	22
115	18
116	25
117	14
118	17
119	20
120	20
121	22
122	21
123	20
124	26
125	14
126	15
127	20
128	13
129	17
130	24
131	20
132	14
133	15
134	14
135	19
136	15
137	25
138	18
139	20
140	21
141	19
142	14
143	19
144	12
145	24
146	22
147	15
148	17
149	18
150	17
151	15
152	13
153	16
154	21
155	18
156	20
157	16
158	18
159	14
160	22
161	16
162	20
163	15
164	14
165	27
166	19
167	17
168	26
169	16
170	20
171	20
172	16
173	19
174	20
175	24
176	18
177	17
178	14
179	18
180	17
181	21
182	16
183	19
184	17
185	15
186	18
187	18
188	16
189	18
190	18
191	19
192	17
193	16
194	19
195	15
196	17
197	18
198	19
199	24
200	19
201	15
202	15
203	16
204	17
205	14
206	19
207	19
208	18
209	17
210	14
211	14
212	17
213	15
214	15
215	16
216	12
217	26
218	22
219	15
220	18
221	21
222	19
223	21
224	23
225	21
226	21
227	17
228	22
229	21
230	18
231	18
232	16
233	21
234	12
235	16
236	20
237	16
238	21
239	13
240	21
241	17
242	22
243	18
244	18
245	17
246	18
247	17
248	16
249	19
250	16
251	18
252	24
253	18
254	20
255	21
256	22
257	17
258	16
259	16
260	16
261	18
262	15
263	18
264	23
265	18
266	16
267	16
268	14
269	26
270	21
271	20
272	19
273	26
274	15
275	15
276	16
277	19
278	17
279	14
280	20
281	16
282	18
283	20
284	18
285	22
286	16
287	15
288	18
289	21
290	19
291	14
292	18
293	17
294	15
295	15
296	17
297	22
298	17
299	20
300	12
301	22
302	16
303	25
304	20
305	19
306	15
307	19
308	21
309	15
310	17
311	14
312	17
313	18
314	14
315	17
316	13
317	17
318	19
319	19
320	20
321	18
322	17
323	21
324	19
325	17
326	15
327	17
328	21
329	30
330	20
331	15
332	17
333	19
334	17
335	16
336	16
337	16
338	17
339	17
340	22
341	17
342	23
343	13
344	16
345	24
346	21
347	16
348	19
349	23
350	20
351	18
352	21
353	17
354	18
355	17
356	17
357	15
358	15
359	18
360	13
361	19
362	19
363	16
364	27
365	22
366	16
367	16
368	15
369	14
370	16
371	22
372	25
373	17
374	14
375	16
376	20
377	16
378	17
379	14
380	18
381	16
382	24
383	16
384	18
385	17
386	17
387	21
388	19
389	21
390	17
391	17
392	21
393	13
394	19
395	18
396	20
397	14
398	17
399	14
400	18
401	16
402	21
403	23
404	22
405	13
406	17
407	20
408	22
409	17
410	15
411	23
412	17
413	19
414	20
415	15
416	25
417	16
418	21
419	19
420	15
421	13
422	19
423	21
424	23
425	17
426	22
427	20
428	20
429	21
430	16
431	15
432	20
433	19
434	13
435	15
436	13
437	16
438	16
439	17
440	17
441	20
442	17
443	20
444	13
445	16
446	20
447	16
448	16
449	18
450	19
451	19
452	18
453	16
454	15
455	16
456	23
457	21
458	17
459	20
460	20
461	16
462	16
463	14
464	15
465	17
466	20
467	17
468	20
469	15
470	17
471	16
472	24
473	18
474	17
475	17
476	20
477	20
478	15
479	18
480	22
481	16
482	12
483	17
484	27
485	17
486	23
487	15
488	19
489	19
490	15
491	17
492	16
493	16
494	17
495	15
496	18
497	19
498	15
499	16
500	22
501	17
502	15
503	16
504	15
505	14
506	13
507	23
508	16
509	15
510	19
511	20
512	18
513	19
514	22
515	18
516	25
517	18
518	21
519	27
520	18
521	18
522	18
523	19
524	17
525	17
526	19
527	20
528	20
529	14
530	19
531	16
532	17
533	16
534	15
535	15
536	18
537	15
538	20
539	21
540	15
541	21
542	21
543	16
544	16
545	14
546	16
547	17
548	19
549	15
550	24
551	18
552	19
553	15
554	16
555	21
556	14
557	21
558	19
559	16
560	19
561	14
562	16
563	20
564	21
565	16
566	28
567	16
568	17
569	19
570	14
571	18
572	18
573	19
574	17
575	14
576	20
577	22
578	17
579	16
580	16
581	24
582	19
583	16
584	15
585	22
586	16
587	18
588	22
589	16
590	18
591	19
592	18
593	17
594	12
595	19
596	19
597	18
598	17
599	18
600	14
601	20
602	21
603	17
604	15
605	17
606	18
607	22
608	15
609	19
610	18
611	15
612	20
613	15
614	18
615	13
616	15
617	20
618	18
619	17
620	21
621	21
622	18
623	14
624	18
625	15
626	15
627	19
628	15
629	18
630	12
631	15
632	19
633	20
634	17
635	17
636	21
637	17
638	19
639	18
640	15
641	20
642	18
643	17
644	22
645	17
646	17
647	21
648	21
649	19
650	13
651	15
652	21
653	19
654	19
655	21
656	19
657	18
658	18
659	17
660	20
661	17
662	19
663	18
664	19
665	18
666	15
667	14
668	18
669	18
670	21
671	20
672	16
673	22
674	19
675	16
676	25
677	13
678	16
679	19
680	24
681	20
682	17
683	16
684	17
685	22
686	27
687	14
688	18
689	17
690	18
691	18
692	17
693	16
694	17
695	18
696	22
697	19
698	15
699	15
700	17
701	15
702	16
703	21
704	15
705	19
706	17
707	15
708	18
709	19
710	15
711	15
712	15
713	19
714	23
715	13
716	21
717	16
718	14
719	16
720	17
721	19
722	17
723	27
724	22
725	24
726	16
727	17
728	22
729	25
730	21
731	18
732	21
733	22
734	17
735	19
736	20
737	18
738	21
739	22
740	20
741	17
742	16
743	17
744	15
745	17
746	23
747	15
748	16
749	20
750	16
751	14
752	17
753	18
754	21
755	20
756	15
757	20
758	19
759	20
